interval_sec,num_actions
0,5.03
1,5.6866666666666665
2,4.8966666666666665
3,5.623333333333333
4,5.413333333333333
5,5.263333333333334
6,5.433333333333334
7,5.3566666666666665
8,5.1433333333333335
9,5.67
10,5.683333333333334
11,5.61
12,5.666666666666667
13,5.116666666666666
14,4.696666666666666
15,5.68
16,5.44
17,5.746666666666667
18,5.16
19,4.523333333333333
20,2.1866666666666665
