interval_sec,num_actions
0,2.8566666666666665
1,2.865
2,2.5316666666666667
3,2.8216666666666668
4,2.6733333333333333
5,2.5866666666666664
6,2.868333333333333
7,2.6333333333333333
8,2.8333333333333335
9,2.8566666666666665
10,3.1566666666666667
11,2.4833333333333334
12,2.7933333333333334
13,2.65
14,2.485
15,2.9583333333333335
16,2.8516666666666666
17,2.9433333333333334
18,2.705
19,2.43
20,1.5616666666666668
