interval_sec,num_actions
0,2.5016666666666665
1,2.425
2,2.2116666666666664
3,2.078333333333333
4,1.565
5,1.88
6,1.8233333333333333
7,2.1366666666666667
8,1.9416666666666667
9,1.7816666666666667
10,1.89
11,1.9133333333333333
12,1.7766666666666666
13,1.6983333333333333
14,1.765
15,1.64
16,1.735
17,1.7533333333333334
18,1.6083333333333334
19,1.7483333333333333
20,1.3116666666666668
