interval_sec,num_actions
0,2.056842105263158
1,1.82
2,1.585263157894737
3,1.7157894736842105
4,1.7094736842105263
5,1.605263157894737
6,1.563157894736842
7,1.3326315789473684
8,1.543157894736842
9,1.808421052631579
10,1.7242105263157894
11,1.6831578947368422
12,1.6694736842105262
13,1.628421052631579
14,1.8
15,1.6378947368421053
16,1.6178947368421053
17,1.5547368421052632
18,1.6368421052631579
19,1.456842105263158
20,1.4705263157894737
