interval_sec,num_actions
0,1.8210526315789475
1,1.566315789473684
2,1.5863157894736841
3,1.3505263157894736
4,1.4136842105263159
5,1.388421052631579
6,1.4231578947368422
7,1.2705263157894737
8,1.2936842105263158
9,1.2642105263157895
10,1.22
11,1.3336842105263158
12,1.1578947368421053
13,1.191578947368421
14,1.196842105263158
15,1.1305263157894736
16,1.1442105263157896
17,1.1936842105263157
18,1.1557894736842105
19,1.1621052631578948
20,0.9978947368421053
21,0.12947368421052632
