interval_sec,num_actions
0,2.1883333333333335
1,1.805
2,1.8816666666666666
3,1.9383333333333332
4,1.915
5,1.8633333333333333
6,1.88
7,1.7816666666666667
8,1.805
9,2.0683333333333334
10,1.62
11,1.9
12,1.8816666666666666
13,1.7466666666666666
14,1.8383333333333334
15,1.9
16,1.9266666666666667
17,1.8016666666666667
18,1.6666666666666667
19,1.7783333333333333
20,1.3566666666666667
