interval_sec,num_actions
0,4.08
1,3.9466666666666668
2,3.9
3,3.48
4,3.6233333333333335
5,3.3266666666666667
6,3.35
7,3.263333333333333
8,3.3533333333333335
9,3.183333333333333
10,3.1533333333333333
11,2.566666666666667
12,2.9133333333333336
13,2.68
14,3.066666666666667
15,2.95
16,3.203333333333333
17,2.73
18,2.47
19,2.9966666666666666
20,1.3966666666666667
